	new_home_id	old_home_id	floormap_guid_prod	vr_guid_prod	floor_map_guid_new
15	15	15	3360a741-dbff-d556-341d-32e541220b26	48597488-8964-4ac0-b0a2-cefe0059dd62	8956bcbb-43d7-4a9e-8909-8df71d139256
16	16	16	35a17c0b-f5c7-3c18-4a06-441d38c24977	66ac12fd-1fe9-4065-a38a-665f7171eee1	5a0e5a1a-37bf-460f-8159-8c552539bf61
17	17	17	398c2842-7b4d-946a-2d31-0d2239833e47	7668b322-d462-4138-8754-c5831098a326	2bebc3f2-4644-4caf-bbc1-5414af86e622
18	18	18	399cddd7-f7ae-70a4-21f1-7826cba163c5	f69eb779-60c8-441e-bc78-e50506b1bb89	8b8845e0-1c19-4337-bfb7-887fdf4e713f
19	19	19	3a188eb2-1e04-3915-c79c-a802bc3ee8e8	58b5ff3a-dad5-41b3-843d-5cdf42efc862	0597efc4-f0a7-46b5-8c40-61a62e31dae3
20	20	20	3a5d52cc-0dd6-f912-2180-700edfdfc19a	3adb438d-2698-4626-953a-18b47a7b1dbf	9d88dc33-10ae-411f-b77c-fec7b93d4bd1
21	21	21	3f101db5-a4aa-2725-9332-adc491419b0a	b343915d-9d50-45ae-b80f-29ab9d6f76af	dd5f3f04-2db5-4421-99aa-a06ecb197ece
22	22	22	3fe8a365-72cb-1a9f-42f9-3d339ebab5e2	b2ebf645-09de-4adf-acdd-9a747773df82	a12be45c-39db-48b4-bdf9-0918d90119ad
23	23	23	477f9a48-6f8b-cef6-cef3-54cf3fe6b77e	990dd4be-e209-48e1-85a5-ec4094adb330	69a9c1bf-7a67-4384-b5bb-dda2391fa645
24	24	24	492d131a-8f1b-55a4-130c-8152a3b7c94f	5cb5bc57-3f02-4344-8964-9b9b2b8a106f	4e9f7641-0c2a-4553-af71-2380cf6a51d7
25	25	25	4977d31a-0310-1862-d54d-eab60f41072f	feca16ce-582d-44b9-9a50-7cae97286d8d	19a8ca34-4c65-4a84-84b0-d1757456d412
26	26	26	56d6fccf-2775-21c4-dc06-7e1f834d92eb	236370f1-24eb-45bb-8076-baf434af3c07	d1c55d29-9a31-47af-a27b-40f5f1b58f4b
27	27	27	574a3148-0e75-0002-8136-63a93d68bfb0	92d46a86-47a0-4e18-84b4-f076b7674625	809358d7-ad6b-4f85-a635-8baf1566aa9f
28	28	28	5ac929eb-6297-769b-8ab2-2947a88895a1	7ad854fb-3673-4954-82fc-1187c5f09528	52384c76-ae90-45a3-97da-7bf7d6b1c3a4
29	29	29	5cf40d10-2062-4dc4-d09d-75dc68240a54	dad212ff-d299-4500-bff8-bb4cda82cc36	600eaafd-5aec-47d8-b57a-55f8cd460103
30	30	30	61b8f779-e699-972a-3efd-3ba27ae87b64	ce468c6e-c18a-42b8-abf2-e97da33cbb2d	d2f08431-5a06-4ef6-a485-b6e0e15b4e02
31	31	32	647c18b9-bea4-65af-a018-710f23741674	e7fe0395-7181-4476-bd5f-2fe35996d5fc	beae260b-b916-410a-a864-b08351def765
32	32	34	6793f60e-9c01-9c94-aec7-bf9ffb120ecf	6817051c-adf8-4af1-97dc-9c6d35e23040	09b3d03c-9042-425c-aab5-bab9bbbb927d
33	33	35	67d98d69-d276-41c6-5347-440c79dc4e6a	979502a0-9bc7-4695-a25a-db1169d57015	1ed06403-9d71-418e-a788-636cfe669dec
34	34	36	67dee575-b5ab-a3fd-80a5-5319080dcb97	1ec5929e-6fd6-42cd-a247-29a3cc4398f6	
35	35	37	6d766c84-aa4b-6b39-ac3d-863c5353d750	85b0690c-9079-4c51-82da-d33c0fb4fdbb	378c3b14-5916-42c2-aae8-a04be7a51b7e
36	36	38	77aea738-f600-e812-2459-753e58de2795	57d98a07-ca08-488b-96b6-2cea1fb957bf	58de97a0-5fad-463d-a09e-ec3e82c07f2f
37	37	39	795d4525-c915-5599-8412-1f15b91f72a3	dcb3e372-fb42-4802-a578-8c6b4132a92d	fadde113-64b3-451c-bddc-911e2121491e
38	38	41	7b39adaa-725d-fb46-ef3b-91241c3a8e87	11f89a04-c9b7-4195-be1d-e084771bd66f	d353ee28-ccb9-49e2-9cd4-94ee489b23af
39	39	42	7b517354-9a8b-0c35-0876-1ce270ce3a18	ad83dc15-687f-4473-800b-e8127fb5782f	b9f19027-752a-40b4-a4f7-db015a9d661f
40	40	44	80fe7537-2ba2-3e3a-44e7-ce06e6a866c1	0506a1c8-6196-42a0-bf47-85d7118b4b30	9036a215-8864-476d-9ba1-641a9b08837c
41	41	45	850e336e-424a-37f9-a53f-3a146fecfb9d	cf78bbec-4013-4d69-bd42-eca6df8a991b	ccebc2be-361a-4326-8967-d621ef319a59
42	42	46	8c9eea05-ec49-6724-2b07-6b552f6f4597	a3aeb691-382c-4e20-9246-01ab02827446	8e196ce0-2357-4c03-b59c-e7d4df1324e6
43	43	47	8f17b3b5-e8bd-24b2-83a1-0e7acfdbea47	dcdcc491-3891-4306-9ed0-fa03e3a0052e	e20eded7-0685-4abf-b25f-3a53bf77f61e
44	44	48	93a18a3c-98ee-65e0-c971-fa24e01b8743	1f53e8e1-7f5f-4cc4-8544-d5fa50e8f682	c36f4ec2-7869-49f1-b20c-6212db005cbf
45	45	49	955fa515-1fab-0726-f5c3-e5a10ad00993	3d714b42-0cf2-4d0a-989a-09f150a0e16e	938a24a0-1424-4a61-bf1e-994595428d2d
46	46	50	95b3781b-6697-2c47-74f1-1cfb014816ad	cc4be91b-d432-45e4-8f94-e6e342cf0053	2850b394-41f6-49c5-abdd-c2c9fcb72ba7
47	47	51	9fe1d768-31a1-52c7-6490-b3e1a7514645	4ab87afb-c6ae-4354-870d-4287ae3b3cfe	254688d0-879e-4b18-9ab4-b21250ee5565
48	48	52	a194c1b6-5934-bde7-1b84-27db6c4d9842	18defdb0-864d-491e-9d79-ba0183e7cbfe	e49d258c-b97f-4c56-93c5-c0b77f902095
49	49	53	a589e66e-03ed-9d3a-aa72-d4076e8900e5	a610266e-2057-4a61-b661-7d31aaa9f1f2	569ca53f-8ce4-4f7d-a1ef-ccf66b43e180
50	50	54	a8552d25-769b-b6dd-9f01-a9eb948bb8b4	88b3a595-1f45-4df6-8a67-fb59d9c9090c	ef5c8734-8454-46f2-aaeb-0cc2628ed023
51	51	55	aa9de6e4-b786-0d8b-ac11-843ecad2af2d	9ba9b85b-1446-423d-a85b-0d67e987e902	c19569c1-4292-4ffc-8203-658d89c8abfe
52	52	56	aac95bf8-1ce3-90a1-f49b-ac15dad8aa5a	fe9a5b66-1307-4bb3-9123-8047492591c9	970d637f-5b87-4155-a590-14f915e0232c
53	53	57	ad4abd4b-bad6-6807-f493-d5a5cbc41597	23092ca3-821f-477b-b4c7-c1f912a46192	e32a65f5-686f-4069-9626-388955d12848
54	54	58	b0255abe-d4c5-9376-41de-b292e5ec24d4	e7681d9b-9b0f-49dc-beed-0f3595421d25	1ec62f03-d21f-46dc-a2b6-0b549ef113b9
55	55	59	b2daf6f6-fa2c-12ea-b5d4-d56f964d81f2	700c80a7-bccd-4adb-830c-c30aed9392cf	bea090c1-d083-4627-b8b6-11c77ba3ed06
56	56	61	b5876590-6a0c-4d01-0e88-84f48768910e	ee7a1bd4-90f1-4381-920b-97e94e6854ed	9f8d2c58-7833-44ec-b6d2-fdc9c799bcae
57	57	62	b59839ec-b3cb-6347-129c-bfaf1f23a42d	190af6d4-f0f3-43d9-afc6-d958ef83cae8	160f0294-cee6-4366-a84e-bbd70894513b
58	58	63	b5dede3b-aa35-25be-ee97-b66dfa3f2ab1	29f8a670-13f1-4507-969e-86405a670932	5b355162-770b-454f-8893-5bc9a91c9f26
59	59	64	c0dc161d-ceb0-cba1-c598-b871ef1b10bf	e14883e2-254a-4456-9729-e35a7302c205	9bb5c7de-f503-463a-b6e5-9d1c8d79687c
60	60	65	c1872680-9f72-c882-f56b-35a78d67ec39	03984b34-35c2-4ca2-81da-d8fc5063e761	9e5684f8-3ac4-45cd-862d-8229d9d75c45
61	61	66	c6076918-a0a2-638d-7905-ef4e44f73455	ece55bc1-fe85-4bd8-9cc4-b039f3c757b6	96a6b326-0608-4c3b-a9d5-0d6fc76e662b
62	62	67	c8763b33-61df-22c2-66c8-125809bac6ba	105a5865-0813-438d-b1d1-9851f4915968	c1728038-31c4-43ad-84a1-715268f0b4b8
63	63	68	cb3429ed-b8e8-3e3e-40fe-7ed2e5908d8a	5b196999-57be-41fb-85d2-0a7398fafa6c	81abe8ea-0d51-43c5-becd-a04a6ed66107
64	64	69	cce50b93-9db9-0bfe-d338-c6b6c56dd7fb	d440959c-337c-425f-a679-acfc830896af	0ae8444a-1e2a-4e6b-bfba-8966445d82c1
65	65	70	d12409cb-7d0f-b716-001a-da1e30ce6bc1	cb12ffb5-37d4-4c2c-bf41-2b889ad046e5	79f910b6-7bc8-4a15-8edf-35c38cff76a7
66	66	71	dd9f87d0-dd10-6e12-0685-48150c51b3f1	7bd3929b-acba-44e0-807d-69500b71e3b1	63efad41-e82a-4d20-9cd6-d2c8a01417cd
67	67	72	e2f3dd13-54d8-df97-793d-c6631c57db41	6eed7541-aac7-45ff-a948-e3a21d9b6dd1	791e7b0b-f20a-420a-aad3-cac82a2adeaa
68	68	73	e3bcd89c-e337-3e24-a23c-8d3eaa557d00	85df16e2-a354-495a-919c-923c55ccfc25	
69	69	74	f9539a3d-1ad2-751b-206d-88911e95a37f	73e0dae8-b827-4673-aeec-4604e34e9d14	88084256-be5d-40fc-9dd2-2f034f2ecd02
70	70	75	fa500d92-c67e-eef6-2fd1-3e0df132b499	35f68c5d-6296-4cce-b218-5bb89381b50e	145b1cf1-05c3-4c39-9b27-dc8816b64682
71	71	76	faf1d06f-b571-131e-0dfc-009145294479	06201015-7190-4a2e-8f04-e1b14e8793a2	c5347844-935b-4bb7-a764-c937ef522b61
72	72	77	fb6311ee-7733-b773-118b-e19551282f12	d37b5acd-2771-4179-b744-398a62480de5	184cac88-ca83-4231-88a0-f28e8c5e7799
73	73	78	fbd74aa6-907a-5db7-8fd3-859fff950b99	dba0b76c-7ffa-474d-8e65-097e72cb5614	f4cf8aa6-ca52-4579-ac55-067dae67409d
74	74	79	fdb38b96-aa51-04af-605c-bc3b4585367d	95a6bede-a52c-4d7b-a65a-b6247e3eccee	22c41d64-ecca-4f59-a345-fa2e4fd44c1f
75	75	80	0483c0e2-a0c1-fbf5-15a9-94f69ceeee37	9591d501-4aa7-4380-8b41-ff0234890b96	66fdf5d3-bb43-485e-bb00-2437d52eed50
76	76	81	0d331f44-e729-4ba5-3137-831ca8cbafa6	f88bea19-e0b5-4e09-baa4-95c93f728b5b	a47140cb-0804-4cce-ba9d-da6e72cd5ed8
77	77	82	0e38298b-3a0d-d8b5-277a-ded978e05b68	17dd9487-6218-48d4-bfe6-fcef5df66065	8cb7aa51-a05e-4546-b9c6-8218f268a338
78	78	83	026a28b7-eab0-a295-0103-e3aae2634c7f	23ad2099-e0d4-4f6f-a30d-820aacf0072d	407cc5f1-1fca-447b-adeb-e07aeacaae89
79	79	84	06aae100-d7ae-e7ba-bc00-d9eabc955a61	a9ac522b-e546-4b3a-b469-ea9b84fa4704	d167fbb1-30c5-427f-b221-157b82e36bde
80	80	85	0f57f64e-7f74-9f57-0745-1a81b465fa6a	b44aeec6-2a26-4eb0-bed2-aa6790d97c70	714d977d-62b4-4923-9d8e-cfe0dfbcc7e4
81	81	86	123f1f87-2771-a688-fab4-d446ce097c7a	909b82df-283c-4a52-972a-cd6066e8625b	c8672dc0-d5de-4500-bc23-183e666d0404
82	82	87	1b14803a-856d-0f70-e47a-7f16947d33c9	f08b1a44-25d0-40be-b860-cb090ca3735b	1ba53d4b-e0d4-4036-b8fc-5c6f97e8174d
83	83	88	1c682e27-c128-90c5-9837-8c17a3312a04	d1685c0f-71aa-4f0e-a9cf-4117f7d2756c	
84	84	89	20ee084d-e7fd-5640-5343-d309c7b95ac2	4d87d66a-4fe1-425b-a2d1-b94fc1489578	954b31ba-e0cb-4a3f-a72e-980253eee51f
85	85	90	21c3cf6a-bbee-3eaa-9ffd-cdc25ddb426c	9f7fdeb8-c2ee-4e24-98fc-7708620a9169	36db093b-a234-499c-a3f8-46b1306bc282
86	86	91	22d5a279-1617-f0f1-2d6a-56b80befdb6c	eeb6fee2-22a6-40c9-b468-d3a2b5934d95	e84fd57f-eb15-471e-ad7a-fb584de0167c
87	87	92	39fcf821-e6db-0c56-f0d0-2ebb83253e28	264c2964-f37b-471d-9bcf-a585c40d45fb	ff134d8b-9771-4bff-9bc2-9e37849ae1e7
88	88	93	40f3fcf5-ccc9-e80c-cac6-2becee3b60cc	4554ca04-a19d-4297-a18c-36f88f8b3f38	1caa7159-8e67-4d44-bd62-97de9008fc41
89	89	94	482fb77a-f8e5-9ce4-4e8c-aeff8259b759	a49e08a0-6506-497b-9f7e-e053927d8587	298cc876-c91d-4af0-8994-3db30df391d4
90	90	95	4b50863f-a341-765e-cb67-7adf99449dad	8f71de7d-8dd8-49ae-84c1-320ddb90bcf3	587036aa-3261-4b4e-93c4-0e5ee624cb3b
91	91	96	4cb03ba7-54db-b485-257e-d650b91aab4a	fcf7c594-8b39-4619-90b4-e579fdc7a500	b6a2daa7-cbc3-4887-b349-b31b132eade4
92	92	97	51ce4aed-1c0f-df64-d560-75b7c80b44c8	3d8cc5ed-6776-4af3-9e01-aa07eb62a75e	98af5017-b33c-41c3-ac31-db69c02d0952
93	93	98	51feaee7-058e-ffe3-b051-b0e6bace4175	7f41bbd8-bdab-4c13-b4ee-79a0de2a90c1	e7f86e52-6b2a-4650-a159-af38df9617c2
94	94	99	5fa5a6ae-8371-ac13-1c90-dd62439dc04e	c2f3c74a-9c63-419f-8584-b3e4a8a298de	244fd7c4-0045-4827-b40a-03df64d63a18
95	95	100	60a211e6-f979-8518-e167-d5137a44a02e	6374f5c4-d353-414f-ac58-3ebe98de43b6	37f2dd7d-f905-44bd-af42-ef8272f24b36
96	96	1000	40c7b7e6-0168-29b3-f208-c42b47ee8117	cc8efd8d-b116-469a-8b42-1c4ce39a7828	c07efc06-7fc2-483f-ad3c-3ef118c9bd03
97	97	1001	893afcb9-fa43-ec40-ca05-7bcf1f9e5ef5	691f1359-1963-4613-bab9-608eca6d69d4	ca6219c9-f7c8-4257-912e-f1e1e36f5250
98	98	1002	0ade4b93-717f-4197-c868-eafc856628e2	bb289e58-d91d-4219-9a81-20bbb72c6ab3	bd31e0bc-6860-4473-81e5-aec892282ffd
99	99	1003	4016a93d-2488-8d37-770d-eb9eedd44dc5	11ea5307-93c0-42a1-a951-dbb36f7dc73a	06a02cef-d815-4f39-817b-42f2e5f3ac6d
100	100	1004	147e1a71-af4a-f000-436c-e6979a5a247c	e60c2a55-3ab6-4b3a-bef5-5c05b3ef9b69	0c817055-7645-4924-994e-fc0abef40821
101	101	1005	7638dc9a-b712-7485-98a7-b7453da041a3	cd36657f-2f38-454a-ba6e-1008b1e570e1	a7e7d817-49d8-4ec9-bd23-e45c3078c9fc
102	102	1006	2a30aea7-1ce4-5e20-0e7b-807da899d938	d5b64d1f-ba75-4c11-b16d-c9ce2b8bdb47	82e552bd-b538-475d-b88b-2d1856fe62ee
103	103	1007	8f7f0aec-d56a-8059-48ad-c8c0bd215da0	d19b5213-f642-4525-a7b5-49a3dd8e790a	45b6922b-1517-4a15-bc25-77bd00dac9ac
104	104	1008	1d84960f-8baf-bbc0-b1ad-3c27d849cf34	dc772df8-db0b-4835-b1a1-50eec3263944	
105	105	1009	05a0bb5e-29aa-a274-c9a0-412e9fd212df	2e5204cf-568d-4fd9-972a-eea8ff40045a	c3d8252e-cac2-4ce3-be4f-e3535eb40f0a
106	106	101	61e92492-9dd7-637f-1ac8-5c604f066838	588e26a9-a2db-4f25-9fb3-75c97f7332b6	2340e857-6d58-4dba-a246-ff7a44be8b3b
107	107	1010	066d72bf-bd02-cfa8-d9d2-4eeafe244a36	c9fcda8d-e2ac-46e2-b3b2-34d4f84efc73	e5b36586-8099-47af-8583-40fad41e11db
108	108	1011	42c771d9-ada7-9257-62bc-47ee8884146f	8d158402-beb2-40f1-a90a-7400e4b5507b	a121b534-89d3-451d-9dd9-3f6fec850488
109	109	1012	580ebc61-b474-d405-db99-0dd976c6f80a	1eae9482-2531-45a0-bf59-30d134e0d604	b912c68c-47da-40e5-a43a-4e1469009f7f
110	110	1013	762a635c-8ff3-b296-350c-958d54b13abd	253d6f11-be5e-47e6-b30e-d52609bd06bc	42aa6d2f-b353-42ee-a78a-85e5a16860d6
111	111	1014	74e3d8bb-4d61-a212-01a1-6249154cfa01	1076d0af-af53-4eec-89fc-eddd53e7eef3	85b1e956-b1f0-4ac0-86cb-c3e268b21320
112	112	1015	6f8521a3-f5f5-8cab-cca0-5d37633b93cf	f7add4c2-b6f7-4823-bdec-46db78f18d1a	77ceb3ff-a013-4818-b4ac-5dbe002f54ca
113	113	1017	63accb1c-ca20-36e2-cfb2-9f98f2b97c6a	983287c8-a90b-4ff0-9a52-821bfeab2c3e	56925c81-8d4a-4538-8e2e-7c352a263587
114	114	1018	42384116-adcb-65bc-0077-718d614b9869	5d1874db-f8cc-4732-8483-9ef67a84f582	defc5dfe-0b6c-4750-8c09-c66cc7a61591
115	115	1019	721f099c-d3b0-fbf0-5282-0fc124f29f09	942b7aac-37fc-437f-b017-ea5400f190ec	48977d8e-ab82-4add-ac00-24e5f1695eb5
116	116	102	62fa8138-c462-106e-b72e-93e1e39cb65a	8b8f1631-bebc-4b2a-a2ac-f130764161d6	
117	117	1020	2bc23018-da17-edcc-5514-e0733459dad5	5309b9d3-956e-44a9-94cb-8d2ac213c2fe	647d4e3a-a749-4d73-931c-81ecc8ee3f81
118	118	1021	1989f82d-aba8-2eab-5382-147ac72a38d0	7135f9c8-0e06-41f0-bb89-337d3ba59f15	78b7abab-42e4-4dfb-812c-a77956689291
119	119	1022	26888ab8-828e-2c1d-aadf-f6974ce53ddd	a9a56b87-8770-485e-8f35-6957167a1a1c	a97b3f2e-f1e6-493e-bbbc-d01fab9f670f
120	120	1023	012cc20a-92a8-5e26-4fb5-3186bdcd0016	350408ff-98d1-4470-8c6c-b92b950e26c9	4f1d01ff-e245-40ea-b70c-944043b4b333
121	121	1024	78f38e57-004a-f7c4-9ffd-3eb1c024c894	99fcd480-c1c9-42a6-84f8-90887b142735	7c22a65b-0504-4a6f-8924-4922f8540418
122	122	1025	4d1d2b38-2ff3-e202-b788-8846774ca6b1	bc6140e7-e9ae-4511-afa8-2c28615476d3	d7b290d7-c9f0-480f-96cf-0b548767c62b
123	123	1026	4c66807a-d987-e2b6-79a4-3bfc9c759f4b	a6d4a954-134f-41f9-b245-0a7c4eee67eb	d7e5b19b-1baa-4c70-8fa0-7f9ec28a1e3b
124	124	1027	6b1c9cd5-c5fd-4e1f-26a3-41075859044b	bbe9a919-6b8d-4ddd-af00-110a33c809ec	e69918d8-bac5-4612-8fd4-41cdcf80b981
125	125	1028	50f7df83-389e-b5f5-53ab-7687a382a8ef	ebaf8df4-740c-4110-be2d-3ecb0ccde07f	0fc0f3a3-4bc0-4a94-bd7f-116810da1a28
126	126	1029	34aafb14-0f55-e488-0777-5bf2f2e1fe70	5ab2e18c-fa58-4074-8f42-eb46b504db91	7b76616c-c867-462b-81d9-9565a0335875
127	127	103	67e5b428-01d0-09ef-c993-1aac328df406	2b65c005-cee5-4b6c-a5bc-63bdde711b2b	c1ec6557-7044-4419-90db-03333ab7f85f
128	128	1030	7d07004b-499b-274a-8484-a5a39d5ad8ec	550f4e73-3871-4e82-a55d-092ee542ef77	d9da63eb-aea0-40cc-a87b-852bb9cc7402
129	129	1031	85c5ed99-9e25-c1ee-9c6a-17e2f9a3daf6	0c2e9c2d-e1f8-4c6c-b9ab-8bc90030d83a	8bd29bab-1bd7-4fd2-aa52-bb7099d746bb
130	130	1032	21cee60b-beee-0764-d0a4-5d5509c4e605	0fb2e13c-d700-4d34-9ad1-ab90359d0f11	21b0bc5a-bfff-4faf-adcc-04e0a7345905
131	131	1033	0ab0d1f6-36f7-00d6-f85c-4ac193d44d0e	739c5e1c-ea40-4948-8405-3a2f6262cb7c	2b0f19bd-1876-4775-99fb-03e56048db61
132	132	1034	588e8920-9493-8d60-8b3f-045039d54b82	6549b717-5cb6-4c10-9826-39cdde09a39b	862a7e09-7f87-44ca-9f32-b3637a5fc259
133	133	1035	71f10703-e480-f18b-780c-8b0e38091eb9	374c64fe-943c-4fae-b047-0f833f81927b	f7d6aaaf-c777-4c60-b8f1-925d9c07ceed
134	134	1036	728aff2a-f78a-2a44-175b-b96b3a4755be	53d352d1-0cac-415c-876f-d3bb4171a6ee	b4fdd31c-d61e-4109-9a94-feeee59644df
135	135	1037	3b231b80-b9f9-bfa2-ac1c-7376fa88ca7e	9334792f-a2e9-423d-bde3-e94b8afbf851	4b124af6-26ea-4a71-a793-19d6ce83d03f
136	136	1038	599dbf92-16de-9fed-4517-4db6f0e5f96f	3f75a395-2e7a-4ffe-9af2-52f6afa10332	fd32e50d-4bac-480f-aa6d-d46957920b47
137	137	1039	92e5d7c9-9690-8d07-1ee3-4480e7c29059	381b6db7-8f04-4ae6-9088-8d1e54c342ff	0b2c8448-1495-4af1-93a9-091dbcd5b592
138	138	104	6f58624f-f415-6aea-e3ce-df5e2cc12410	7a2762fe-5f7e-45d8-869e-cc41757e8425	5b20128a-d086-480e-8e73-552fa894f735
139	139	1040	937657b2-8196-c51f-e53a-0e39c9954b6e	db486ad3-996a-4edf-a611-1964eeddc21d	fe6f39d6-87c6-4331-93cd-660b340510fc
140	140	1041	94ef2c50-210f-1792-5d53-f5fb4feb425b	3341fe9c-9930-4c7a-a3a3-3cf1a8d3cc17	ecbdd3ac-beb4-458a-9609-b4593c1f38c3
141	141	1042	96e1f9de-cf82-1ba2-5d3f-bbca2db6fe3c	9126d557-1bdc-421b-967a-f3caeefdce25	75d6f2d0-ce11-4379-b9bd-c7750054a4e3
142	142	1043	99779e20-7042-e587-ac13-c61ecff83b2a	1c5ca8de-8ffc-4245-8e6c-676c5a3b2efa	d147c47b-139a-469f-af06-b92d0648f5e9
143	143	1044	9ca3ef8f-4df2-34e8-fc64-5f129079ddbc	c2b0c888-7cca-40a3-96cc-61a2fcf07080	9d7b35df-d433-436e-84b6-bd83921876ac
144	144	1045	a696f0dc-97bd-bcd6-e8b8-b1a1171229ad	8016798f-13d9-43d5-b896-eb4c358d0bb5	64465ef1-0612-4bf8-af5d-7965f099d414
145	145	1046	a8674a56-31cb-e8c8-4608-4c73dcb0add0	acd08bee-c7f5-40ec-b49e-ae8c53931455	30b3f230-2b8b-4e80-9acb-c44712278b1e
146	146	1047	ab101f6f-97ba-b588-41a9-bfd00d77e9d5	320c7001-e139-4cbb-9cf3-290c51faa2e0	961f3c99-6524-4084-bc97-89b721845aa1
147	147	1048	adb6c4a8-a907-c848-676a-a064ed22db4c	8ec16a83-b89f-4e40-b832-2b5dd1589229	860b2f99-331d-46ca-8687-32940c49b5f6
148	148	1049	b125389c-19fc-d7dc-62c8-45b280c2c3d6	69705e41-2dd4-44e0-ab50-41e0d218e4e5	b730f870-8e1a-4f7c-9533-c2468144b6cd
149	149	1050	b477826b-9011-f07a-2960-fef929f7284d	e8373ae2-e928-446e-a680-dad7a98e926f	acb3336d-19eb-4a55-b242-d665cfc9fa4c
150	150	1051	ba03cdd0-1653-34be-618a-8ee9b18252f0	3796d20d-4862-45ee-a3b0-855e547759b8	ecef301e-a13b-4c9d-9915-4852039d2748
151	151	1052	bffd68aa-ee4f-0f38-37ea-447d7a3fda66	916fc65d-ab90-48b4-a14b-d3610cc13996	adf0984c-baa8-4a39-9fc8-04419330f875
152	152	1053	c39e19e5-7c71-23f7-1745-3379beef545d	cb30909f-eaea-48ef-8972-703d96d9fbd6	0234bd6a-8316-4849-a992-de464ced3ef8
153	153	1054	c634d93b-846f-5ba1-17c5-e163daddd2b7	14cf3762-062e-4906-8413-a64a007c00ea	2e39eb5d-8132-4121-9e8d-5fc0c92a9d3b
154	154	1055	c7312aca-a62d-a6b2-9cd2-09ea20736022	d8dfb80d-89b4-4693-909f-f9480975a883	867308b3-e6d7-436a-ac0d-db97977ad7ea
155	155	1056	c864569f-263c-8030-8f52-7b726f15aa7d	f9e2ca38-bf20-44d8-af89-1e1dfa4f4b75	1e128259-b434-49af-8861-887ffb635603
156	156	1057	ccc087a6-5eb5-af51-2ce4-50ee4b6cb147	fca2d84e-4749-4bb1-a594-686f2f2c853c	7badea85-15da-49f8-8d7c-0d1e58984053
157	157	1058	ce6a765f-1ba9-2fff-d889-35b2bc3b5d91	12d2f45c-993f-4372-8e75-ab310094a809	812cbd6c-bf32-4aa0-9d7e-53f0223df4c5
158	158	1059	d062e435-3776-0752-d3ba-a584c112cb2a	56f8fc5f-a9b5-4006-af96-2a37b1797b91	61575d42-c6c2-40e7-b262-bccc616eb29c
159	159	106	7d7e3d83-3410-5ad7-9245-8b51fd11e1b3	34d77e51-ad82-4cf3-a74d-5f1484d96828	beb840aa-a223-44c7-933c-ce5f8c7a150b
160	160	1061	daa3d35b-99be-b4e6-4f4e-8b33bf5895c7	7d840063-0bc1-46f3-bc23-d96e30afa659	
