i_tour,pano_name,angle
1,floor_02_partial_room_05_pano_51.jpg,7.232409579
1,floor_02_partial_room_05_pano_45.jpg,-0.720708504
1,floor_02_partial_room_09_pano_57.jpg,-25.86898732
1,floor_02_partial_room_06_pano_37.jpg,0.874138287
1,floor_01_partial_room_08_pano_24.jpg,5.753686321
1,floor_01_partial_room_06_pano_17.jpg,0.245392313
1,floor_01_partial_room_01_pano_27.jpg,6.241563903
1,floor_02_partial_room_07_pano_60.jpg,-0.01948981
1,floor_01_partial_room_08_pano_25.jpg,2.580758625
2,floor_01_partial_room_06_pano_24.jpg,12.82582292
2,floor_01_partial_room_22_pano_55.jpg,-32.17462686
2,floor_01_partial_room_17_pano_58.jpg,-16.16528853
2,floor_01_partial_room_13_pano_25.jpg,-0.000354632
2,floor_01_partial_room_22_pano_56.jpg,-32.23150709
2,floor_01_partial_room_21_pano_19.jpg,-1.953068511
2,floor_01_partial_room_13_pano_30.jpg,-0.713397433
2,floor_01_partial_room_14_pano_38.jpg,-1.605739485
2,floor_01_partial_room_21_pano_21.jpg,3.230614242
2,floor_01_partial_room_21_pano_20.jpg,-0.331249708
2,floor_01_partial_room_06_pano_23.jpg,-35.88339694
2,floor_01_partial_room_14_pano_39.jpg,-1.599778277
2,floor_01_partial_room_10_pano_50.jpg,-4.605166841
2,floor_01_partial_room_10_pano_51.jpg,-1.113979002
2,floor_01_partial_room_06_pano_34.jpg,43.39024867
2,floor_01_partial_room_07_pano_28.jpg,-38.39567344
2,floor_01_partial_room_19_pano_22.jpg,-3.670692549
2,floor_01_partial_room_15_pano_18.jpg,-0.865951112
2,floor_01_partial_room_19_pano_27.jpg,-38.37685248
2,floor_01_partial_room_02_pano_16.jpg,-3.748616379
2,floor_01_partial_room_03_pano_44.jpg,39.92576065
2,floor_01_partial_room_05_pano_6.jpg,-3.156736659
2,floor_01_partial_room_05_pano_7.jpg,3.244724734
2,floor_01_partial_room_03_pano_45.jpg,-5.151404581
2,floor_01_partial_room_09_pano_35.jpg,39.47618654
2,floor_01_partial_room_02_pano_17.jpg,1.680149832
2,floor_01_partial_room_19_pano_26.jpg,-33.08777264
2,floor_01_partial_room_20_pano_11.jpg,-8.759726592
2,floor_01_partial_room_02_pano_15.jpg,-7.444007384
2,floor_01_partial_room_06_pano_42.jpg,-23.4980846
2,floor_01_partial_room_09_pano_37.jpg,-1.567317865
2,floor_01_partial_room_11_pano_48.jpg,-21.20240525
2,floor_01_partial_room_09_pano_36.jpg,-3.663270904
2,floor_01_partial_room_04_pano_53.jpg,-2.058844689
2,floor_01_partial_room_04_pano_52.jpg,0.061186344
2,floor_01_partial_room_11_pano_47.jpg,-21.19462985
2,floor_01_partial_room_04_pano_54.jpg,-3.057522056
2,floor_01_partial_room_23_pano_43.jpg,-23.47776963
2,floor_01_partial_room_08_pano_46.jpg,-6.442267486
2,floor_01_partial_room_18_pano_31.jpg,-0.78404368
2,floor_01_partial_room_12_pano_41.jpg,6.521774916
2,floor_01_partial_room_12_pano_40.jpg,6.538105036
2,floor_01_partial_room_10_pano_49.jpg,-3.191185699
2,floor_01_partial_room_16_pano_9.jpg,-0.891691343
2,floor_01_partial_room_18_pano_32.jpg,-0.109785747
2,floor_01_partial_room_16_pano_14.jpg,-0.228521759
2,floor_01_partial_room_18_pano_33.jpg,-6.718799203
2,floor_01_partial_room_21_pano_8.jpg,-3.907517148
2,floor_01_partial_room_13_pano_29.jpg,4.838721517
2,floor_01_partial_room_16_pano_10.jpg,-2.17006781
2,floor_01_partial_room_01_pano_5.jpg,-0.16345239
2,floor_01_partial_room_01_pano_4.jpg,-0.276251684
2,floor_01_partial_room_17_pano_57.jpg,-16.1409111
3,floor_01_partial_room_19_pano_81.jpg,-1.15553959
3,floor_01_partial_room_17_pano_59.jpg,1.166650772
3,floor_01_partial_room_18_pano_10.jpg,5.701308557
3,floor_01_partial_room_09_pano_45.jpg,36.80896326
3,floor_01_partial_room_15_pano_50.jpg,43.84363976
3,floor_01_partial_room_16_pano_37.jpg,35.89567325
3,floor_01_partial_room_26_pano_16.jpg,-40.75670425
3,floor_01_partial_room_09_pano_44.jpg,31.04201989
3,floor_01_partial_room_17_pano_58.jpg,1.166713092
3,floor_01_partial_room_19_pano_69.jpg,4.396164816
3,floor_01_partial_room_20_pano_76.jpg,1.425094299
3,floor_01_partial_room_05_pano_83.jpg,30.24987733
3,floor_01_partial_room_19_pano_82.jpg,-1.186196872
3,floor_02_partial_room_02_pano_68.jpg,8.18283065
3,floor_01_partial_room_01_pano_17.jpg,2.794894523
3,floor_01_partial_room_24_pano_5.jpg,-0.789266646
3,floor_01_partial_room_09_pano_46.jpg,-40.9353045
3,floor_01_partial_room_15_pano_53.jpg,-35.58668763
3,floor_01_partial_room_26_pano_14.jpg,-1.571369222
3,floor_01_partial_room_26_pano_15.jpg,-1.005701126
3,floor_01_partial_room_15_pano_52.jpg,-37.93340424
3,floor_01_partial_room_24_pano_4.jpg,3.175818052
3,floor_01_partial_room_29_pano_7.jpg,-29.6681251
3,floor_01_partial_room_13_pano_105.jpg,3.354254232
3,floor_01_partial_room_09_pano_43.jpg,-0.227213793
3,floor_01_partial_room_03_pano_27.jpg,3.423328392
3,floor_01_partial_room_02_pano_108.jpg,3.132000035
3,floor_01_partial_room_03_pano_32.jpg,6.34261494
3,floor_01_partial_room_12_pano_113.jpg,5.299520254
3,floor_01_partial_room_18_pano_9.jpg,0.636364497
3,floor_01_partial_room_19_pano_79.jpg,-0.819336048
3,floor_01_partial_room_13_pano_100.jpg,1.582302224
3,floor_01_partial_room_13_pano_102.jpg,-3.082111177
3,floor_01_partial_room_19_pano_90.jpg,2.859966469
3,floor_01_partial_room_05_pano_85.jpg,4.000766432
3,floor_01_partial_room_12_pano_111.jpg,33.47763478
3,floor_01_partial_room_24_pano_3.jpg,-43.29837934
3,floor_01_partial_room_26_pano_12.jpg,-41.23926996
3,floor_01_partial_room_26_pano_13.jpg,4.161272815
3,floor_01_partial_room_15_pano_54.jpg,-1.065489528
3,floor_01_partial_room_12_pano_110.jpg,0.952151816
3,floor_01_partial_room_05_pano_84.jpg,-27.67791956
3,floor_01_partial_room_31_pano_30.jpg,1.760688316
3,floor_01_partial_room_10_pano_36.jpg,-0.269971225
3,floor_01_partial_room_16_pano_40.jpg,-34.64838394
3,floor_01_partial_room_11_pano_71.jpg,36.18933392
3,floor_02_partial_room_03_pano_67.jpg,-2.768466398
3,floor_01_partial_room_16_pano_41.jpg,-38.78370795
3,floor_01_partial_room_10_pano_35.jpg,-1.778722751
3,floor_01_partial_room_28_pano_87.jpg,-3.047007894
3,floor_01_partial_room_11_pano_73.jpg,-42.35451058
3,floor_01_partial_room_11_pano_72.jpg,42.9270695
3,floor_01_partial_room_28_pano_86.jpg,7.01298462
3,floor_01_partial_room_16_pano_42.jpg,3.081907247
3,floor_01_partial_room_10_pano_34.jpg,1.777202444
3,floor_01_partial_room_23_pano_60.jpg,-5.036194678
3,floor_01_partial_room_06_pano_95.jpg,2.128359146
3,floor_01_partial_room_11_pano_75.jpg,31.51330411
3,floor_01_partial_room_11_pano_74.jpg,44.55402767
3,floor_02_partial_room_01_pano_66.jpg,-0.060585978
3,floor_01_partial_room_08_pano_103.jpg,2.98352102
3,floor_01_partial_room_14_pano_96.jpg,-2.17063391
3,floor_01_partial_room_13_pano_98.jpg,1.930527892
3,floor_01_partial_room_14_pano_94.jpg,43.1035078
3,floor_02_partial_room_01_pano_65.jpg,39.16015943
3,floor_02_partial_room_01_pano_64.jpg,4.261993197
3,floor_01_partial_room_27_pano_11.jpg,9.169492599
3,floor_01_partial_room_13_pano_99.jpg,0.116774585
3,floor_01_partial_room_14_pano_91.jpg,-37.28161905
3,floor_01_partial_room_23_pano_56.jpg,2.046714765
3,floor_01_partial_room_23_pano_57.jpg,4.849081155
3,floor_01_partial_room_08_pano_104.jpg,-36.36089562
3,floor_01_partial_room_14_pano_92.jpg,-43.47338187
3,floor_01_partial_room_23_pano_55.jpg,2.642840569
3,floor_01_partial_room_01_pano_47.jpg,2.03231091
3,floor_01_partial_room_07_pano_31.jpg,0.108341959
3,floor_01_partial_room_14_pano_93.jpg,-39.96039117
3,floor_01_partial_room_19_pano_77.jpg,0.047311627
3,floor_01_partial_room_05_pano_89.jpg,-28.94716578
3,floor_01_partial_room_04_pano_6.jpg,2.769035406
3,floor_01_partial_room_01_pano_21.jpg,26.89762866
3,floor_01_partial_room_03_pano_28.jpg,3.424264186
3,floor_01_partial_room_02_pano_107.jpg,-4.93820555
3,floor_01_partial_room_22_pano_61.jpg,0.373585814
3,floor_01_partial_room_02_pano_106.jpg,0.899555021
3,floor_01_partial_room_03_pano_29.jpg,3.412602041
3,floor_01_partial_room_01_pano_20.jpg,42.52714766
3,floor_01_partial_room_05_pano_88.jpg,-39.34286356
3,floor_01_partial_room_01_pano_22.jpg,38.02351201
3,floor_01_partial_room_30_pano_78.jpg,-1.370380792
3,floor_01_partial_room_22_pano_62.jpg,0.346435367
3,floor_01_partial_room_01_pano_23.jpg,3.352701306
3,floor_01_partial_room_04_pano_0.jpg,2.905485825
3,floor_01_partial_room_16_pano_38.jpg,-29.24003779
3,floor_01_partial_room_01_pano_109.jpg,-0.178349618
3,floor_01_partial_room_25_pano_80.jpg,3.578742987
3,floor_01_partial_room_16_pano_39.jpg,-43.31288445
3,floor_01_partial_room_01_pano_26.jpg,2.630651988
3,floor_01_partial_room_04_pano_1.jpg,2.896250156
3,floor_01_partial_room_19_pano_70.jpg,-6.023284014
3,floor_01_partial_room_01_pano_24.jpg,-27.62483689
3,floor_01_partial_room_01_pano_18.jpg,-38.43136309
3,floor_01_partial_room_21_pano_101.jpg,3.861334925
3,floor_01_partial_room_15_pano_48.jpg,-4.481443487
3,floor_01_partial_room_01_pano_19.jpg,5.905436959
3,floor_01_partial_room_01_pano_25.jpg,0.036204695
3,floor_01_partial_room_04_pano_2.jpg,0.199357645
3,floor_01_partial_room_29_pano_8.jpg,-41.59030723
4,floor_01_partial_room_15_pano_27.jpg,-0.264057018
4,floor_01_partial_room_14_pano_2.jpg,-0.097975567
4,floor_01_partial_room_14_pano_0.jpg,-1.234304254
4,floor_01_partial_room_12_pano_29.jpg,-2.170083674
4,floor_01_partial_room_17_pano_17.jpg,-12.62918393
4,floor_01_partial_room_05_pano_24.jpg,-24.33973501
4,floor_01_partial_room_02_pano_19.jpg,-16.03860717
4,floor_01_partial_room_06_pano_7.jpg,-0.593949933
4,floor_01_partial_room_06_pano_6.jpg,0.908980246
4,floor_01_partial_room_08_pano_9.jpg,-2.787735921
4,floor_01_partial_room_06_pano_4.jpg,-1.123777272
4,floor_01_partial_room_07_pano_23.jpg,1.647452439
4,floor_01_partial_room_07_pano_22.jpg,16.34046685
4,floor_01_partial_room_06_pano_5.jpg,-0.365382078
4,floor_01_partial_room_09_pano_15.jpg,-14.70505682
4,floor_01_partial_room_15_pano_28.jpg,-2.473535043
4,floor_01_partial_room_02_pano_20.jpg,1.387457334
4,floor_01_partial_room_09_pano_16.jpg,-0.967973827
4,floor_01_partial_room_13_pano_10.jpg,-2.644748285
4,floor_01_partial_room_11_pano_25.jpg,-0.884308396
4,floor_01_partial_room_10_pano_3.jpg,8.049453248
4,floor_01_partial_room_03_pano_13.jpg,0.009018217
4,floor_01_partial_room_01_pano_30.jpg,-17.47749964
4,floor_01_partial_room_04_pano_21.jpg,18.89416281
4,floor_01_partial_room_16_pano_12.jpg,1.684952705
5,floor_01_partial_room_18_pano_11.jpg,5.856276801
5,floor_01_partial_room_21_pano_25.jpg,-2.55935292
5,floor_01_partial_room_04_pano_13.jpg,-5.559592017
5,floor_01_partial_room_04_pano_14.jpg,2.99229061
5,floor_01_partial_room_16_pano_26.jpg,-3.260337041
5,floor_01_partial_room_13_pano_2.jpg,-1.497034888
5,floor_01_partial_room_19_pano_21.jpg,-4.230120778
5,floor_01_partial_room_11_pano_7.jpg,4.735427284
5,floor_01_partial_room_12_pano_17.jpg,2.970385764
5,floor_01_partial_room_05_pano_23.jpg,-3.437681399
5,floor_01_partial_room_17_pano_10.jpg,-1.027238162
5,floor_01_partial_room_02_pano_12.jpg,1.139541111
5,floor_01_partial_room_10_pano_18.jpg,-0.290700344
5,floor_01_partial_room_06_pano_8.jpg,-0.806003222
5,floor_01_partial_room_20_pano_9.jpg,1.783232968
5,floor_01_partial_room_20_pano_5.jpg,0.782083106
5,floor_01_partial_room_20_pano_6.jpg,-1.345228554
5,floor_01_partial_room_09_pano_15.jpg,2.97044043
5,floor_01_partial_room_07_pano_19.jpg,-0.003763457
5,floor_01_partial_room_15_pano_4.jpg,-0.490529854
5,floor_01_partial_room_01_pano_3.jpg,-0.60639541
5,floor_01_partial_room_14_pano_22.jpg,-1.772099716
5,floor_01_partial_room_03_pano_16.jpg,2.995359396
5,floor_01_partial_room_08_pano_24.jpg,-3.063068369
5,floor_01_partial_room_23_pano_20.jpg,1.338926824
5,floor_01_partial_room_22_pano_1.jpg,11.18289311
5,floor_01_partial_room_22_pano_0.jpg,-3.316100193
6,floor_01_partial_room_21_pano_27.jpg,-0.250965317
6,floor_01_partial_room_15_pano_44.jpg,4.23888662
6,floor_02_partial_room_16_pano_130.jpg,4.545676698
6,floor_01_partial_room_17_pano_64.jpg,3.37025402
6,floor_01_partial_room_05_pano_42.jpg,9.282501158
6,floor_02_partial_room_20_pano_85.jpg,4.330195676
6,floor_01_partial_room_21_pano_30.jpg,4.016729208
6,floor_02_partial_room_07_pano_86.jpg,7.073916972
6,floor_02_partial_room_07_pano_87.jpg,-2.20199314
6,floor_01_partial_room_21_pano_31.jpg,-2.189873116
6,floor_02_partial_room_20_pano_84.jpg,5.822654841
6,floor_01_partial_room_05_pano_41.jpg,2.430850846
6,floor_01_partial_room_08_pano_39.jpg,4.016146738
6,floor_01_partial_room_05_pano_45.jpg,4.541649942
6,floor_02_partial_room_15_pano_117.jpg,0.811771655
6,floor_01_partial_room_16_pano_5.jpg,-33.3038011
6,floor_01_partial_room_17_pano_63.jpg,3.233300471
6,floor_01_partial_room_18_pano_16.jpg,-0.633655064
6,floor_01_partial_room_07_pano_70.jpg,4.761678599
6,floor_02_partial_room_13_pano_138.jpg,3.873538559
6,floor_01_partial_room_15_pano_43.jpg,10.47418688
6,floor_01_partial_room_16_pano_4.jpg,4.10819496
6,floor_01_partial_room_05_pano_50.jpg,0.056402431
6,floor_01_partial_room_16_pano_6.jpg,-30.98824543
6,floor_02_partial_room_04_pano_109.jpg,3.5950506
6,floor_01_partial_room_07_pano_67.jpg,-0.01529706
6,floor_02_partial_room_04_pano_108.jpg,3.597832325
6,floor_02_partial_room_20_pano_82.jpg,4.220195515
6,floor_02_partial_room_19_pano_89.jpg,4.624803931
6,floor_01_partial_room_16_pano_7.jpg,-44.45144107
6,floor_02_partial_room_08_pano_126.jpg,3.960255326
6,floor_01_partial_room_01_pano_62.jpg,8.415471495
6,floor_01_partial_room_01_pano_60.jpg,8.700890349
6,floor_02_partial_room_09_pano_123.jpg,5.772220074
6,floor_01_partial_room_03_pano_69.jpg,7.833225064
6,floor_02_partial_room_08_pano_124.jpg,-19.31904966
6,floor_02_partial_room_18_pano_83.jpg,1.603616193
6,floor_01_partial_room_09_pano_18.jpg,39.0863348
6,floor_02_partial_room_09_pano_122.jpg,5.402502505
6,floor_02_partial_room_11_pano_140.jpg,6.317206195
6,floor_01_partial_room_01_pano_65.jpg,3.605691634
6,floor_01_partial_room_01_pano_59.jpg,14.50474467
6,floor_02_partial_room_21_pano_98.jpg,7.758652658
6,floor_01_partial_room_01_pano_58.jpg,11.56493784
6,floor_02_partial_room_03_pano_77.jpg,43.63048972
6,floor_02_partial_room_03_pano_76.jpg,44.11333003
6,floor_01_partial_room_19_pano_14.jpg,7.092739068
6,floor_02_partial_room_01_pano_72.jpg,-41.43597547
6,floor_02_partial_room_16_pano_92.jpg,8.508371457
6,floor_02_partial_room_21_pano_96.jpg,-12.7408788
6,floor_02_partial_room_21_pano_97.jpg,-33.83399772
6,floor_02_partial_room_01_pano_73.jpg,-18.93711364
6,floor_02_partial_room_16_pano_91.jpg,13.49789765
6,floor_02_partial_room_03_pano_78.jpg,-18.50935042
6,floor_02_partial_room_21_pano_95.jpg,-39.62663221
6,floor_02_partial_room_21_pano_94.jpg,-28.12501397
6,floor_02_partial_room_16_pano_90.jpg,12.30610425
6,floor_02_partial_room_01_pano_74.jpg,-27.5262308
6,floor_01_partial_room_06_pano_48.jpg,7.944750595
6,floor_01_partial_room_06_pano_49.jpg,5.7266847
6,floor_02_partial_room_01_pano_75.jpg,-25.23896864
6,floor_02_partial_room_21_pano_93.jpg,42.70876718
6,floor_01_partial_room_11_pano_54.jpg,-32.05211635
6,floor_01_partial_room_11_pano_55.jpg,-27.80020521
6,floor_01_partial_room_09_pano_17.jpg,39.10619148
6,floor_02_partial_room_15_pano_118.jpg,0.794547797
6,floor_01_partial_room_20_pano_40.jpg,4.26132036
6,floor_02_partial_room_05_pano_102.jpg,11.45585872
6,floor_01_partial_room_02_pano_52.jpg,-30.66381809
6,floor_01_partial_room_13_pano_13.jpg,3.61642234
6,floor_02_partial_room_02_pano_116.jpg,11.03368907
6,floor_02_partial_room_16_pano_110.jpg,8.416436908
6,floor_01_partial_room_04_pano_24.jpg,4.133807907
6,floor_01_partial_room_18_pano_19.jpg,5.140445477
6,floor_02_partial_room_13_pano_137.jpg,-43.77498068
6,floor_01_partial_room_10_pano_1.jpg,4.898595041
6,floor_01_partial_room_04_pano_25.jpg,2.290957878
6,floor_02_partial_room_11_pano_139.jpg,6.479208515
6,floor_01_partial_room_13_pano_12.jpg,-35.99658357
6,floor_01_partial_room_02_pano_53.jpg,-22.69143499
6,floor_02_partial_room_05_pano_103.jpg,43.82258293
6,floor_01_partial_room_14_pano_34.jpg,-2.370280589
6,floor_01_partial_room_02_pano_51.jpg,11.25542227
6,floor_01_partial_room_13_pano_10.jpg,-42.85210309
6,floor_02_partial_room_02_pano_115.jpg,-31.96087774
6,floor_02_partial_room_14_pano_134.jpg,-38.79178798
6,floor_01_partial_room_07_pano_68.jpg,-7.235875891
6,floor_01_partial_room_10_pano_2.jpg,-1.640441892
6,floor_02_partial_room_17_pano_100.jpg,6.586979891
6,floor_01_partial_room_10_pano_3.jpg,8.352900868
6,floor_02_partial_room_10_pano_129.jpg,-23.97732054
6,floor_02_partial_room_14_pano_135.jpg,-31.02386209
6,floor_02_partial_room_02_pano_114.jpg,-40.06579393
6,floor_01_partial_room_13_pano_11.jpg,-38.4428771
6,floor_01_partial_room_16_pano_8.jpg,-31.70094733
6,floor_02_partial_room_17_pano_99.jpg,6.39289054
6,floor_02_partial_room_05_pano_104.jpg,-32.37196795
6,floor_01_partial_room_21_pano_28.jpg,43.49700777
6,floor_01_partial_room_13_pano_9.jpg,-20.56080541
6,floor_01_partial_room_12_pano_47.jpg,4.023234472
6,floor_01_partial_room_12_pano_46.jpg,10.30663704
6,floor_01_partial_room_04_pano_23.jpg,1.735031583
6,floor_01_partial_room_21_pano_29.jpg,-32.22322332
6,floor_02_partial_room_02_pano_111.jpg,-4.824845835
6,floor_02_partial_room_06_pano_125.jpg,6.232431959
6,floor_02_partial_room_05_pano_105.jpg,33.53697644
6,floor_02_partial_room_22_pano_132.jpg,8.17848229
6,floor_01_partial_room_14_pano_32.jpg,-39.18833881
6,floor_02_partial_room_05_pano_107.jpg,4.835384889
6,floor_01_partial_room_02_pano_57.jpg,5.956372298
6,floor_02_partial_room_12_pano_121.jpg,10.64939438
6,floor_02_partial_room_02_pano_113.jpg,-39.99401699
6,floor_02_partial_room_16_pano_101.jpg,0.837337879
6,floor_01_partial_room_18_pano_20.jpg,4.229473147
6,floor_01_partial_room_04_pano_21.jpg,1.198635529
6,floor_02_partial_room_14_pano_133.jpg,-40.52891635
6,floor_02_partial_room_02_pano_112.jpg,-25.4467353
6,floor_02_partial_room_12_pano_120.jpg,10.66255655
6,floor_01_partial_room_02_pano_56.jpg,-17.13147652
6,floor_02_partial_room_05_pano_106.jpg,-34.19968536
6,floor_02_partial_room_22_pano_131.jpg,0.01197099
6,floor_01_partial_room_14_pano_33.jpg,-26.03223204
7,floor_01_partial_room_02_pano_6.jpg,-37.74889573
7,floor_01_partial_room_07_pano_3.jpg,-41.81505222
7,floor_02_partial_room_06_pano_13.jpg,-32.18694084
7,floor_02_partial_room_03_pano_15.jpg,4.959076319
7,floor_01_partial_room_05_pano_1.jpg,-39.06133998
7,floor_02_partial_room_05_pano_17.jpg,-13.98035773
7,floor_02_partial_room_07_pano_10.jpg,-23.34556729
7,floor_02_partial_room_02_pano_14.jpg,-30.89330798
7,floor_01_partial_room_08_pano_9.jpg,-38.33327909
7,floor_01_partial_room_06_pano_0.jpg,-0.797629335
7,floor_01_partial_room_03_pano_5.jpg,2.944697388
7,floor_01_partial_room_06_pano_2.jpg,-36.52404887
7,floor_02_partial_room_01_pano_11.jpg,-7.941329214
7,floor_02_partial_room_08_pano_12.jpg,-22.39623968
7,floor_01_partial_room_04_pano_7.jpg,24.73641944
7,floor_02_partial_room_04_pano_16.jpg,18.50091525
7,floor_01_partial_room_01_pano_4.jpg,-7.235067078
8,floor_01_partial_room_09_pano_45.jpg,-11.52677696
8,floor_01_partial_room_11_pano_10.jpg,-13.15421355
8,floor_01_partial_room_08_pano_29.jpg,-11.42061219
8,floor_01_partial_room_14_pano_14.jpg,-9.607881619
8,floor_01_partial_room_09_pano_42.jpg,-37.91533237
8,floor_01_partial_room_14_pano_11.jpg,-4.096786338
8,floor_01_partial_room_13_pano_23.jpg,-10.63520747
8,floor_01_partial_room_09_pano_40.jpg,-8.452997642
8,floor_00_partial_room_03_pano_50.jpg,-6.330218047
8,floor_00_partial_room_01_pano_58.jpg,4.329726589
8,floor_01_partial_room_14_pano_12.jpg,-1.826857193
8,floor_01_partial_room_10_pano_36.jpg,-13.41142535
8,floor_01_partial_room_11_pano_7.jpg,-10.72028358
8,floor_01_partial_room_15_pano_27.jpg,42.9026802
8,floor_01_partial_room_07_pano_15.jpg,-16.51931648
8,floor_01_partial_room_15_pano_26.jpg,-8.465250734
8,floor_01_partial_room_10_pano_37.jpg,-18.06216029
8,floor_01_partial_room_05_pano_21.jpg,-17.74988709
8,floor_00_partial_room_02_pano_59.jpg,-29.58485146
8,floor_01_partial_room_03_pano_41.jpg,42.8194799
8,floor_01_partial_room_07_pano_16.jpg,-8.8910638
8,floor_01_partial_room_07_pano_17.jpg,-5.164902576
8,floor_01_partial_room_01_pano_49.jpg,-12.02670382
8,floor_00_partial_room_05_pano_56.jpg,-6.692928543
8,floor_01_partial_room_05_pano_22.jpg,-13.15522045
8,floor_00_partial_room_05_pano_52.jpg,-6.36694111
8,floor_01_partial_room_12_pano_39.jpg,-5.050690575
8,floor_01_partial_room_16_pano_46.jpg,-6.283654277
8,floor_01_partial_room_12_pano_38.jpg,-20.58074873
8,floor_00_partial_room_05_pano_53.jpg,-8.67893017
8,floor_00_partial_room_05_pano_51.jpg,-1.949289155
